variant,gene,type,level of evidence,chemicals,phenotypes,Entry,Entry name,Protein names,Gene names,Protein families,Gene names  (primary ),rsID,gnomAD_AF,consequence,SequenceNumber,naa,oaa
rs1801253,ADRB1,Dosage,3,carvedilol,Heart Failure,P08588,ADRB1_HUMAN,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor),ADRB1 ADRB1R B1AR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB1 sub-subfamily",ADRB1,rs1801253,0.308,missense,389.0,R,G
rs1801253,ADRB1,Efficacy,3,bucindolol,Heart Failure,P08588,ADRB1_HUMAN,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor),ADRB1 ADRB1R B1AR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB1 sub-subfamily",ADRB1,rs1801253,0.308,missense,389.0,R,G
rs1801253,ADRB1,Efficacy,3,"Ace Inhibitors, Plain,Angiotensin II Antagonists,Beta Blocking Agents,digoxin,diuretics,spironolactone",Heart Failure,P08588,ADRB1_HUMAN,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor),ADRB1 ADRB1R B1AR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB1 sub-subfamily",ADRB1,rs1801253,0.308,missense,389.0,R,G
rs1801252,ADRB1,Efficacy,3,timolol,,P08588,ADRB1_HUMAN,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor),ADRB1 ADRB1R B1AR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB1 sub-subfamily",ADRB1,rs1801252,0.17,missense,49.0,G,S
rs1801252,ADRB1,Toxicity,3,Beta Blocking Agents,major adverse cardiac events (mace),P08588,ADRB1_HUMAN,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor),ADRB1 ADRB1R B1AR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB1 sub-subfamily",ADRB1,rs1801252,0.17,missense,49.0,G,S
rs1801252,ADRB1,Efficacy,3,metoprolol,Hypertension,P08588,ADRB1_HUMAN,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor),ADRB1 ADRB1R B1AR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB1 sub-subfamily",ADRB1,rs1801252,0.17,missense,49.0,G,S
rs1801252,ADRB1,Efficacy,3,carvedilol,,P08588,ADRB1_HUMAN,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor),ADRB1 ADRB1R B1AR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB1 sub-subfamily",ADRB1,rs1801252,0.17,missense,49.0,G,S
rs8012552,BDKRB2,Toxicity,3,"Ace Inhibitors, Plain","Cough,Hypertension",P30411,BKRB2_HUMAN,B2 bradykinin receptor (B2R) (BK-2 receptor),BDKRB2 BKR2,"G-protein coupled receptor 1 family, Bradykinin receptor subfamily, BDKRB2 sub-subfamily",BDKRB2,rs8012552,0.463,"['upstream', 'intron', 'intron']",,,
rs1799722,BDKRB2,Toxicity,3,"Ace Inhibitors, Plain",Cough,P30411,BKRB2_HUMAN,B2 bradykinin receptor (B2R) (BK-2 receptor),BDKRB2 BKR2,"G-protein coupled receptor 1 family, Bradykinin receptor subfamily, BDKRB2 sub-subfamily",BDKRB2,rs1799722,0.392,"['regulatory', 'upstream', '5_prime_UTR']",,,
rs1799722,BDKRB2,Efficacy,3,enalapril,,P30411,BKRB2_HUMAN,B2 bradykinin receptor (B2R) (BK-2 receptor),BDKRB2 BKR2,"G-protein coupled receptor 1 family, Bradykinin receptor subfamily, BDKRB2 sub-subfamily",BDKRB2,rs1799722,0.392,"['regulatory', 'upstream', '5_prime_UTR']",,,
rs1799722,BDKRB2,Toxicity,3,"enalapril,imidapril,lisinopril","Cough,Essential hypertension",P30411,BKRB2_HUMAN,B2 bradykinin receptor (B2R) (BK-2 receptor),BDKRB2 BKR2,"G-protein coupled receptor 1 family, Bradykinin receptor subfamily, BDKRB2 sub-subfamily",BDKRB2,rs1799722,0.392,"['regulatory', 'upstream', '5_prime_UTR']",,,
rs1799722,BDKRB2,Metabolism/PK,3,atorvastatin,,P30411,BKRB2_HUMAN,B2 bradykinin receptor (B2R) (BK-2 receptor),BDKRB2 BKR2,"G-protein coupled receptor 1 family, Bradykinin receptor subfamily, BDKRB2 sub-subfamily",BDKRB2,rs1799722,0.392,"['regulatory', 'upstream', '5_prime_UTR']",,,
rs8016905,BDKRB2,Toxicity,3,"Ace Inhibitors, Plain",Cough,P30411,BKRB2_HUMAN,B2 bradykinin receptor (B2R) (BK-2 receptor),BDKRB2 BKR2,"G-protein coupled receptor 1 family, Bradykinin receptor subfamily, BDKRB2 sub-subfamily",BDKRB2,rs8016905,0.328,intron_variant,,,
rs6313,HTR2A,Efficacy,3,"olanzapine,risperidone",Alzheimer Disease,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Toxicity,3,olanzapine,"Schizophrenia,Weight gain",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Toxicity,3,efavirenz,HIV Infections,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Toxicity,3,risperidone,Drug Toxicity,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Toxicity,3,citalopram,Depressive Disorder,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Toxicity,3,paroxetine,Depression,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Efficacy,3,risperidone,Schizophrenia,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Efficacy,3,olanzapine,Schizophrenia,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Toxicity,3,sertraline,"Depressive Disorder, Major,Sexual Dysfunctions, Psychological",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Toxicity,3,citalopram,"Depressive Disorder, Major,Sexual Dysfunctions, Psychological",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Toxicity,3,antidepressants,"adverse events,Bipolar Disorder,Depression,Depressive Disorder, Major",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Efficacy,4,"fluvoxamine,paroxetine","Depressive Disorder, Major",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6313,HTR2A,Efficacy,4,antidepressants,"Bipolar Disorder,Depression,Depressive Disorder, Major",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6313,0.398,synonymous,,,
rs6311,HTR2A,Efficacy,3,risperidone,Autistic Disorder,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6311,0.403,upstream_transcript_variant,,,
rs6311,HTR2A,Efficacy,3,antipsychotics,tardive dyskinesia,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6311,0.403,upstream_transcript_variant,,,
rs6311,HTR2A,"Efficacy,Toxicity",3,fluvoxamine,"Depressive Disorder, Major",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6311,0.403,upstream_transcript_variant,,,
rs6311,HTR2A,Toxicity,3,escitalopram,Anxiety Disorders,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6311,0.403,upstream_transcript_variant,,,
rs6311,HTR2A,Toxicity,3,citalopram,"Depressive Disorder, Major,Nausea,Vomiting",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6311,0.403,upstream_transcript_variant,,,
rs6311,HTR2A,Toxicity,3,citalopram,"Depressive Disorder, Major,Sexual Dysfunctions, Psychological",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6311,0.403,upstream_transcript_variant,,,
rs6311,HTR2A,Toxicity,3,sertraline,"Depressive Disorder, Major,Sexual Dysfunctions, Psychological",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6311,0.403,upstream_transcript_variant,,,
rs6311,HTR2A,Toxicity,3,antidepressants,"adverse events,Bipolar Disorder,Depression,Depressive Disorder, Major",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6311,0.403,upstream_transcript_variant,,,
rs6311,HTR2A,Efficacy,4,antidepressants,"Bipolar Disorder,Depression,Depressive Disorder, Major",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6311,0.403,upstream_transcript_variant,,,
rs9316233,HTR2A,Efficacy,3,escitalopram,Depressive Disorder,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs9316233,0.235668,"['downstream', 'intron']",,,
rs7997012,HTR2A,Toxicity,3,olanzapine,,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs7997012,0.309,intron_variant,,,
rs7997012,HTR2A,Efficacy,3,venlafaxine,Anxiety Disorders,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs7997012,0.309,intron_variant,,,
rs7997012,HTR2A,Efficacy,3,citalopram,"Depression,Depressive Disorder",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs7997012,0.309,intron_variant,,,
rs7997012,HTR2A,Efficacy,3,antidepressants,"Bipolar Disorder,Depression,Depressive Disorder, Major",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs7997012,0.309,intron_variant,,,
rs6305,HTR2A,Toxicity,3,"Analgesics,Antiinflammatory agents, non-steroids,Ergot alkaloids,opioids,sumatriptan",,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6305,0.017,synonymous,,,
rs6314,HTR2A,Efficacy,3,olanzapine,Schizophrenia,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6314,0.095,missense,452.0,Y,H
rs6314,HTR2A,Efficacy,3,antidepressants,"Depressive Disorder, Major",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs6314,0.095,missense,452.0,Y,H
rs9567733,HTR2A,Toxicity,3,antipsychotics,Psychotic Disorders,P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs9567733,0.246,downstream_gene_variant,,,
rs2770296,HTR2A,Efficacy,3,bupropion,"Depressive Disorder, Major",P28223,5HT2A_HUMAN,5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A),HTR2A HTR2,G-protein coupled receptor 1 family,HTR2A,rs2770296,0.244,intron_variant,,,
rs4994,ADRB3,Toxicity,3,olanzapine,"Schizophrenia,Weight gain",P13945,ADRB3_HUMAN,Beta-3 adrenergic receptor (Beta-3 adrenoreceptor) (Beta-3 adrenoceptor),ADRB3 ADRB3R B3AR,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB3 sub-subfamily",ADRB3,rs4994,0.091,missense,64.0,R,W
rs10042486,HTR1A,Efficacy,3,"fluvoxamine,milnacipran,paroxetine","Depressive Disorder, Major",P08908,5HT1A_HUMAN,5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),HTR1A ADRB2RL1 ADRBRL1,"G-protein coupled receptor 1 family, 5-hydroxytryptamine receptor subfamily, HTR1A sub-subfamily",HTR1A,rs10042486,0.426,"['upstream', 'intron,nc']",,,
rs10042486,HTR1A,Efficacy,3,"amisulpride,antipsychotics,olanzapine,quetiapine,risperidone",Schizophrenia,P08908,5HT1A_HUMAN,5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),HTR1A ADRB2RL1 ADRBRL1,"G-protein coupled receptor 1 family, 5-hydroxytryptamine receptor subfamily, HTR1A sub-subfamily",HTR1A,rs10042486,0.426,"['upstream', 'intron,nc']",,,
rs1364043,HTR1A,Efficacy,3,"fluvoxamine,milnacipran,paroxetine","Depressive Disorder, Major",P08908,5HT1A_HUMAN,5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),HTR1A ADRB2RL1 ADRBRL1,"G-protein coupled receptor 1 family, 5-hydroxytryptamine receptor subfamily, HTR1A sub-subfamily",HTR1A,rs1364043,0.238,downstream,,,
rs6295,HTR1A,Efficacy,3,"antidepressants,fluvoxamine,paroxetine,Selective serotonin reuptake inhibitors,sertraline","Depressive Disorder,Depressive Disorder, Major",P08908,5HT1A_HUMAN,5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),HTR1A ADRB2RL1 ADRBRL1,"G-protein coupled receptor 1 family, 5-hydroxytryptamine receptor subfamily, HTR1A sub-subfamily",HTR1A,rs6295,0.483,upstream_transcript_variant,,,
rs6295,HTR1A,Efficacy,3,fluoxetine,"Depressive Disorder, Major",P08908,5HT1A_HUMAN,5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),HTR1A ADRB2RL1 ADRBRL1,"G-protein coupled receptor 1 family, 5-hydroxytryptamine receptor subfamily, HTR1A sub-subfamily",HTR1A,rs6295,0.483,upstream_transcript_variant,,,
rs6295,HTR1A,Efficacy,3,clozapine,Schizophrenia,P08908,5HT1A_HUMAN,5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),HTR1A ADRB2RL1 ADRBRL1,"G-protein coupled receptor 1 family, 5-hydroxytryptamine receptor subfamily, HTR1A sub-subfamily",HTR1A,rs6295,0.483,upstream_transcript_variant,,,
rs6295,HTR1A,Efficacy,3,milnacipran,Depressive Disorder,P08908,5HT1A_HUMAN,5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),HTR1A ADRB2RL1 ADRBRL1,"G-protein coupled receptor 1 family, 5-hydroxytryptamine receptor subfamily, HTR1A sub-subfamily",HTR1A,rs6295,0.483,upstream_transcript_variant,,,
rs6295,HTR1A,Efficacy,3,lurasidone,Schizophrenia,P08908,5HT1A_HUMAN,5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),HTR1A ADRB2RL1 ADRBRL1,"G-protein coupled receptor 1 family, 5-hydroxytryptamine receptor subfamily, HTR1A sub-subfamily",HTR1A,rs6295,0.483,upstream_transcript_variant,,,
rs6295,HTR1A,Efficacy,3,paroxetine,Panic Disorder,P08908,5HT1A_HUMAN,5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),HTR1A ADRB2RL1 ADRBRL1,"G-protein coupled receptor 1 family, 5-hydroxytryptamine receptor subfamily, HTR1A sub-subfamily",HTR1A,rs6295,0.483,upstream_transcript_variant,,,
rs878567,HTR1A,Toxicity,3,methamphetamine,Substance-Related Disorders,P08908,5HT1A_HUMAN,5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),HTR1A ADRB2RL1 ADRBRL1,"G-protein coupled receptor 1 family, 5-hydroxytryptamine receptor subfamily, HTR1A sub-subfamily",HTR1A,rs878567,0.425,3_prime_UTR_variant,,,
rs724226,GRM3,Efficacy,3,risperidone,Schizophrenia,Q14832,GRM3_HUMAN,Metabotropic glutamate receptor 3 (mGluR3),GRM3 GPRC1C MGLUR3,G-protein coupled receptor 3 family,GRM3,rs724226,0.327155,intron,,,
rs724226,GRM3,Other,3,heroin,Heroin Dependence,Q14832,GRM3_HUMAN,Metabotropic glutamate receptor 3 (mGluR3),GRM3 GPRC1C MGLUR3,G-protein coupled receptor 3 family,GRM3,rs724226,0.327155,intron,,,
rs274618,GRM3,Other,3,heroin,Heroin Dependence,Q14832,GRM3_HUMAN,Metabotropic glutamate receptor 3 (mGluR3),GRM3 GPRC1C MGLUR3,G-protein coupled receptor 3 family,GRM3,rs274618,0.305,upstream,,,
rs1990040,GRM3,Other,3,heroin,Heroin Dependence,Q14832,GRM3_HUMAN,Metabotropic glutamate receptor 3 (mGluR3),GRM3 GPRC1C MGLUR3,G-protein coupled receptor 3 family,GRM3,rs1990040,0.274,intron,,,
rs13242038,GRM3,Other,3,heroin,Heroin Dependence,Q14832,GRM3_HUMAN,Metabotropic glutamate receptor 3 (mGluR3),GRM3 GPRC1C MGLUR3,G-protein coupled receptor 3 family,GRM3,rs13242038,0.196,intron,,,
rs2189814,GRM3,Other,3,heroin,Heroin Dependence,Q14832,GRM3_HUMAN,Metabotropic glutamate receptor 3 (mGluR3),GRM3 GPRC1C MGLUR3,G-protein coupled receptor 3 family,GRM3,rs2189814,0.254932,intron,,,
rs6465084,GRM3,Efficacy,3,antipsychotics,Schizophrenia,Q14832,GRM3_HUMAN,Metabotropic glutamate receptor 3 (mGluR3),GRM3 GPRC1C MGLUR3,G-protein coupled receptor 3 family,GRM3,rs6465084,0.258,"['downstream', 'intron']",,,
rs1468412,GRM3,Toxicity,3,antipsychotics,Schizophrenia,Q14832,GRM3_HUMAN,Metabotropic glutamate receptor 3 (mGluR3),GRM3 GPRC1C MGLUR3,G-protein coupled receptor 3 family,GRM3,rs1468412,0.388,intron,,,
rs274622,GRM3,Other,3,heroin,Heroin Dependence,Q14832,GRM3_HUMAN,Metabotropic glutamate receptor 3 (mGluR3),GRM3 GPRC1C MGLUR3,G-protein coupled receptor 3 family,GRM3,rs274622,0.333,upstream_transcript_variant,,,
rs1935349,HTR7,Toxicity,3,"atorvastatin,hmg coa reductase inhibitors,pravastatin,simvastatin",Myalgia unspecified,P34969,5HT7R_HUMAN,5-hydroxytryptamine receptor 7 (5-HT-7) (5-HT7) (5-HT-X) (Serotonin receptor 7),HTR7,G-protein coupled receptor 1 family,HTR7,rs1935349,0.214,"['regulatory', 'intron']",,,
rs7905446,HTR7,Efficacy,3,Selective serotonin reuptake inhibitors,Depression,P34969,5HT7R_HUMAN,5-hydroxytryptamine receptor 7 (5-HT-7) (5-HT7) (5-HT-X) (Serotonin receptor 7),HTR7,G-protein coupled receptor 1 family,HTR7,rs7905446,0.476453,upstream_transcript_variant,,,
rs3761422,ADORA2A,Toxicity,3,methotrexate,"Arthritis, Rheumatoid",P29274,AA2AR_HUMAN,Adenosine receptor A2a,ADORA2A ADORA2,G-protein coupled receptor 1 family,ADORA2A,rs3761422,0.375,intron_variant,,,
rs3761422,ADORA2A,Toxicity,3,caffeine,Anxiety Disorders,P29274,AA2AR_HUMAN,Adenosine receptor A2a,ADORA2A ADORA2,G-protein coupled receptor 1 family,ADORA2A,rs3761422,0.375,intron_variant,,,
rs2267076,ADORA2A,Toxicity,3,methotrexate,"Arthritis, Rheumatoid",P29274,AA2AR_HUMAN,Adenosine receptor A2a,ADORA2A ADORA2,G-protein coupled receptor 1 family,ADORA2A,rs2267076,0.35,"['regulatory', 'intron', 'intron,nc', 'intron,NMD']",,,
rs5751876,ADORA2A,Toxicity,3,caffeine,Anxiety Disorders,P29274,AA2AR_HUMAN,Adenosine receptor A2a,ADORA2A ADORA2,G-protein coupled receptor 1 family,ADORA2A,rs5751876,0.477,"['synonymous', 'intron,nc', '3_prime_UTR,NMD']",,,
rs2298383,ADORA2A,Toxicity,3,caffeine,,P29274,AA2AR_HUMAN,Adenosine receptor A2a,ADORA2A ADORA2,G-protein coupled receptor 1 family,ADORA2A,rs2298383,0.479,"['non_coding_exon,nc', 'regulatory', 'intron', 'intron,NMD']",,,
rs2298383,ADORA2A,Toxicity,3,methotrexate,"Arthritis, Rheumatoid",P29274,AA2AR_HUMAN,Adenosine receptor A2a,ADORA2A ADORA2,G-protein coupled receptor 1 family,ADORA2A,rs2298383,0.479,"['non_coding_exon,nc', 'regulatory', 'intron', 'intron,NMD']",,,
rs2236624,ADORA2A,Toxicity,3,methotrexate,"adverse events,Arthritis, Rheumatoid",P29274,AA2AR_HUMAN,Adenosine receptor A2a,ADORA2A ADORA2,G-protein coupled receptor 1 family,ADORA2A,rs2236624,0.194,"['intron', 'intron,nc', 'intron,NMD']",,,
rs9859552,P2RY12,Efficacy,3,cangrelor,,Q9H244,P2Y12_HUMAN,P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999),P2RY12 HORK3,G-protein coupled receptor 1 family,P2RY12,rs9859552,0.113,intron,,,
rs6809699,P2RY12,Efficacy,3,clopidogrel,Coronary Artery Disease,Q9H244,P2Y12_HUMAN,P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999),P2RY12 HORK3,G-protein coupled receptor 1 family,P2RY12,rs6809699,0.119,synonymous,,,
rs6787801,P2RY12,Efficacy,3,clopidogrel,,Q9H244,P2Y12_HUMAN,P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999),P2RY12 HORK3,G-protein coupled receptor 1 family,P2RY12,rs6787801,0.499,"['regulatory', 'intron', 'intron']",,,
rs6787801,P2RY12,Efficacy,3,cangrelor,,Q9H244,P2Y12_HUMAN,P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999),P2RY12 HORK3,G-protein coupled receptor 1 family,P2RY12,rs6787801,0.499,"['regulatory', 'intron', 'intron']",,,
rs2046934,P2RY12,Toxicity,3,clopidogrel,major adverse cardiac events (mace),Q9H244,P2Y12_HUMAN,P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999),P2RY12 HORK3,G-protein coupled receptor 1 family,P2RY12,rs2046934,0.154,intron,,,
rs2046934,P2RY12,Efficacy,4,clopidogrel,"Acute coronary syndrome,Angina Pectoris",Q9H244,P2Y12_HUMAN,P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999),P2RY12 HORK3,G-protein coupled receptor 1 family,P2RY12,rs2046934,0.154,intron,,,
rs3732759,P2RY12,Efficacy,3,clopidogrel,Coronary Disease,Q9H244,P2Y12_HUMAN,P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999),P2RY12 HORK3,G-protein coupled receptor 1 family,P2RY12,rs3732759,0.339,"['regulatory', 'intron', 'intron']",,,
rs6785930,P2RY12,"Efficacy,Toxicity",4,clopidogrel,,Q9H244,P2Y12_HUMAN,P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999),P2RY12 HORK3,G-protein coupled receptor 1 family,P2RY12,rs6785930,0.27,missense,6.0,K,N
